task,image,prompt,groundtruth,metadata
Subway Connections,images/img_47.png,Count the one-colored routes that go from C to A. Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""d1f4ea12-a813-4d1f-a7a5-4c647deafb2c"", ""linewidth"": 20, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""B"", ""color"": ""darkorange""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""mediumpurple""}, {""start"": ""D"", ""end"": ""A"", ""color"": ""sienna""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_48.png,How many single-color paths go from B to A? Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""115db08e-033e-4f1a-a6b7-b4948514eb6a"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""B"", ""A""], [""C"", ""D""]]}"
Subway Connections,images/img_49.png,Count the one-colored routes that go from B to A. Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""115db08e-033e-4f1a-a6b7-b4948514eb6a"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""B"", ""A""], [""C"", ""D""]]}"
Subway Connections,images/img_50.png,How many single-color paths go from C to D? Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""115db08e-033e-4f1a-a6b7-b4948514eb6a"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""B"", ""A""], [""C"", ""D""]]}"
Subway Connections,images/img_51.png,Count the one-colored routes that go from C to D. Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""115db08e-033e-4f1a-a6b7-b4948514eb6a"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""B"", ""A""], [""C"", ""D""]]}"
Subway Connections,images/img_52.png,How many single-color paths go from B to A? Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""c5443fc7-c7d4-4d97-88e9-f5c11ad5ba07"", ""linewidth"": 20, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""B"", ""A""], [""C"", ""D""]]}"
Subway Connections,images/img_53.png,Count the one-colored routes that go from B to A. Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""c5443fc7-c7d4-4d97-88e9-f5c11ad5ba07"", ""linewidth"": 20, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""B"", ""A""], [""C"", ""D""]]}"
Subway Connections,images/img_54.png,How many single-color paths go from C to D? Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""c5443fc7-c7d4-4d97-88e9-f5c11ad5ba07"", ""linewidth"": 20, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""B"", ""A""], [""C"", ""D""]]}"
Subway Connections,images/img_55.png,Count the one-colored routes that go from C to D. Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""c5443fc7-c7d4-4d97-88e9-f5c11ad5ba07"", ""linewidth"": 20, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""B"", ""A""], [""C"", ""D""]]}"
Subway Connections,images/img_56.png,How many single-color paths go from C to D? Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""feaf288c-e61a-49ac-8607-e2e0cbf849a8"", ""linewidth"": 10, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""C"", ""D""], [""B"", ""A""]]}"
Subway Connections,images/img_57.png,Count the one-colored routes that go from C to D. Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""feaf288c-e61a-49ac-8607-e2e0cbf849a8"", ""linewidth"": 10, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""C"", ""D""], [""B"", ""A""]]}"
Subway Connections,images/img_58.png,How many single-color paths go from B to A? Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""feaf288c-e61a-49ac-8607-e2e0cbf849a8"", ""linewidth"": 10, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""C"", ""D""], [""B"", ""A""]]}"
Subway Connections,images/img_59.png,Count the one-colored routes that go from B to A. Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""feaf288c-e61a-49ac-8607-e2e0cbf849a8"", ""linewidth"": 10, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""C"", ""D""], [""B"", ""A""]]}"
Subway Connections,images/img_60.png,How many single-color paths go from C to D? Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""02df9859-ed32-46fd-b7da-0f79c276e5cc"", ""linewidth"": 20, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""C"", ""D""], [""B"", ""A""]]}"
Subway Connections,images/img_61.png,Count the one-colored routes that go from C to D. Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""02df9859-ed32-46fd-b7da-0f79c276e5cc"", ""linewidth"": 20, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""C"", ""D""], [""B"", ""A""]]}"
Subway Connections,images/img_62.png,How many single-color paths go from B to A? Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""02df9859-ed32-46fd-b7da-0f79c276e5cc"", ""linewidth"": 20, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""C"", ""D""], [""B"", ""A""]]}"
Subway Connections,images/img_63.png,Count the one-colored routes that go from B to A. Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""02df9859-ed32-46fd-b7da-0f79c276e5cc"", ""linewidth"": 20, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""D"", ""color"": ""steelblue""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""darkorange""}], ""probs"": 0.33, ""prompts"": [[""C"", ""D""], [""B"", ""A""]]}"
Subway Connections,images/img_64.png,How many single-color paths go from B to D? Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""d05ce723-9ff1-432e-9a7e-9fa6513c3654"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_65.png,Count the one-colored routes that go from B to D. Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""d05ce723-9ff1-432e-9a7e-9fa6513c3654"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_66.png,How many single-color paths go from C to A? Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""d05ce723-9ff1-432e-9a7e-9fa6513c3654"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_67.png,Count the one-colored routes that go from C to A. Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""d05ce723-9ff1-432e-9a7e-9fa6513c3654"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_68.png,How many single-color paths go from B to D? Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""dbf46938-3b61-4554-8c4e-87b8b60ad9e9"", ""linewidth"": 20, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_69.png,Count the one-colored routes that go from B to D. Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""dbf46938-3b61-4554-8c4e-87b8b60ad9e9"", ""linewidth"": 20, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_70.png,How many single-color paths go from C to A? Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""dbf46938-3b61-4554-8c4e-87b8b60ad9e9"", ""linewidth"": 20, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_71.png,Count the one-colored routes that go from C to A. Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""dbf46938-3b61-4554-8c4e-87b8b60ad9e9"", ""linewidth"": 20, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_72.png,How many single-color paths go from B to D? Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""e4ac66a9-1340-46b4-a776-c7a806b1879a"", ""linewidth"": 10, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_73.png,Count the one-colored routes that go from B to D. Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""e4ac66a9-1340-46b4-a776-c7a806b1879a"", ""linewidth"": 10, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_74.png,How many single-color paths go from C to A? Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""e4ac66a9-1340-46b4-a776-c7a806b1879a"", ""linewidth"": 10, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_75.png,Count the one-colored routes that go from C to A. Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""e4ac66a9-1340-46b4-a776-c7a806b1879a"", ""linewidth"": 10, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""A""]]}"
Subway Connections,images/img_76.png,How many single-color paths go from C to A? Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""dd2071c1-72ff-4061-88f0-091bb0dc8ea7"", ""linewidth"": 20, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""C"", ""A""], [""B"", ""D""]]}"
Subway Connections,images/img_77.png,Count the one-colored routes that go from C to A. Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""dd2071c1-72ff-4061-88f0-091bb0dc8ea7"", ""linewidth"": 20, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""C"", ""A""], [""B"", ""D""]]}"
Subway Connections,images/img_78.png,How many single-color paths go from B to D? Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""dd2071c1-72ff-4061-88f0-091bb0dc8ea7"", ""linewidth"": 20, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""C"", ""A""], [""B"", ""D""]]}"
Subway Connections,images/img_79.png,Count the one-colored routes that go from B to D. Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""dd2071c1-72ff-4061-88f0-091bb0dc8ea7"", ""linewidth"": 20, ""size"": 1024, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""A"", ""color"": ""darkorange""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}], ""probs"": 0.33, ""prompts"": [[""C"", ""A""], [""B"", ""D""]]}"
Subway Connections,images/img_80.png,How many single-color paths go from B to D? Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""0142fae1-3141-42dd-a2e0-5a2e79731c13"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""D"", ""color"": ""darkorange""}, {""start"": ""C"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""mediumpurple""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""sienna""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""D""]]}"
Subway Connections,images/img_81.png,Count the one-colored routes that go from B to D. Answer with a number in curly brackets e.g. {3},1,"{""image_id"": ""0142fae1-3141-42dd-a2e0-5a2e79731c13"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""D"", ""color"": ""darkorange""}, {""start"": ""C"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""mediumpurple""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""sienna""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""D""]]}"
Subway Connections,images/img_82.png,How many single-color paths go from C to D? Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""0142fae1-3141-42dd-a2e0-5a2e79731c13"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""D"", ""color"": ""darkorange""}, {""start"": ""C"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""mediumpurple""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""sienna""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""D""]]}"
Subway Connections,images/img_83.png,Count the one-colored routes that go from C to D. Answer with a number in curly brackets e.g. {3},2,"{""image_id"": ""0142fae1-3141-42dd-a2e0-5a2e79731c13"", ""linewidth"": 10, ""size"": 512, ""connections"": [{""start"": ""C"", ""end"": ""A"", ""color"": ""steelblue""}, {""start"": ""C"", ""end"": ""D"", ""color"": ""darkorange""}, {""start"": ""C"", ""end"": ""D"", ""color"": ""forestgreen""}, {""start"": ""B"", ""end"": ""D"", ""color"": ""crimson""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""mediumpurple""}, {""start"": ""B"", ""end"": ""A"", ""color"": ""sienna""}], ""probs"": 0.33, ""prompts"": [[""B"", ""D""], [""C"", ""D""]]}"
